policy,step,nearest_idx,start_centerline_idx,cumulative_progress_idx,cumulative_progress_m,lap_progress_ratio,x,y,yaw,actual_speed_mps,actual_speed_mps_obs,actual_speed_index,rule_speed_mps_obs,cte,heading_error,curv_short_abs,curv_mid_abs,curv_long_abs,upcoming_curvature_abs,previous_delta_speed_mps_obs,correction_action,raw_delta_speed_mps,raw_assist_ratio,assist_ratio,assist_gain,rl_gate_enabled,rl_gate_scale,rl_gate_good_count,rl_gate_bad_count,delta_speed_mps,rule_speed_mps,rule_speed_index,speed_index_correction,requested_speed_mps,requested_speed_index,executed_speed_index,target_speed_mps,steering_rad,reward,reward_progress,reward_lap,reward_early_finish,penalty_tracking,penalty_curvature_speed_section,penalty_target_speed_smoothness,penalty_residual_smoothness,penalty_residual_excess,residual_excess_mps,penalty_time,penalty_crash,penalty_timeout,reward_curvature_section_abs,lap_completed,crashed,timeout
rule,0,3909,3909,0.0,0.0,0.0,5.70563211194043e-05,6.481350712819974e-07,0.011359077878296375,0.011412000453472137,-0.10984311252832413,0.022222222222222216,0.99833744764328,0.6155567765235901,-0.2549319863319397,0.0006453184760175645,0.0008525637676939368,0.0011284411884844303,0.0008525637676939368,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.99168716185796,0.5546319068731066,0.0,5.99168716185796,0.5546319068731066,0.022222222222222216,1.2,-0.32360362598908027,-0.5841901968706245,0.0,0.0,0.0,0.556178417801857,1.1779068767520661e-05,0.007999999999999998,0.0,0.0,0.0,0.02,0.0,0.0,0.0008179908866333793,False,False,False
rule,1,3909,3909,0.0,0.0,0.0,0.0005012844562587236,5.694374092396746e-06,0.011359077878296375,0.0774393586982292,-0.10250673443078995,0.04444444444444443,0.99833744764328,0.6154447793960571,-0.2549319863319397,0.0006453184760175645,0.0008525637676939368,0.0011284411884844303,0.0008525637676939368,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.99168716185796,0.5546319068731066,0.0,5.99168716185796,0.5546319068731066,0.04444444444444443,1.4,-0.28570341600261195,-0.5841048527212087,0.0,0.0,0.0,0.5560888200998306,1.6032621378014233e-05,0.007999999999999998,0.0,0.0,0.0,0.02,0.0,0.0,0.0008179908866333793,False,False,False
rule,2,3910,3909,1.0,0.030000593820999455,8.775778850372971e-05,0.0016375938033822768,1.8578172015446684e-05,0.011298155745131686,0.14983711832580873,-0.09446254372596741,0.06666666666666665,0.9983208775520325,0.6151581406593323,-0.2549755275249481,0.000652230519335717,0.0008594674291089177,0.0011353304143995047,0.0008594674291089177,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.99168716185796,0.5546319068731066,0.0,5.99168716185796,0.5546319068731066,0.06666666666666665,1.5999999999999999,-0.2519732635287991,-0.43388854263399246,0.15000296910499727,0.0,0.0,0.5558703944087029,2.111733028680002e-05,0.007999999999999998,0.0,0.0,0.0,0.02,0.0,0.0,0.000824895714328126,False,False,False
rule,3,3910,3909,1.0,0.030000593820999455,8.775778850372971e-05,0.0035281731863313227,3.970201892745131e-05,0.011016725028900921,0.22830236108205582,-0.08574417978525162,0.08888888888888886,0.9983208775520325,0.61468106508255,-0.2552569508552551,0.000652230519335717,0.0008594674291089177,0.0011353304143995047,0.0008594674291089177,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991604469192685,0.5546227187991872,0.0,5.991604469192685,0.5546227187991872,0.08888888888888886,1.7999999999999998,-0.22220668364571347,-0.5835858164009982,0.0,0.0,0.0,0.5555590897798539,2.6726621144231276e-05,0.007999999999999998,0.0,0.0,0.0,0.02,0.0,0.0,0.000824895714328126,False,False,False
rule,4,3910,3909,1.0,0.030000593820999455,8.775778850372971e-05,0.006232262852823512,6.86557309126346e-05,0.010353242115294266,0.31254658381260403,-0.07638370990753174,0.11111111111111109,0.9983208775520325,0.6139974594116211,-0.2559204399585724,0.000652230519335717,0.0008594674291089177,0.0011353304143995047,0.0008594674291089177,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991604469192685,0.5546227187991872,0.0,5.991604469192685,0.5546227187991872,0.11111111111111109,1.9999999999999998,-0.19593436114149093,-0.5832110733475131,0.0,0.0,0.0,0.55517807751894,3.2995828573125027e-05,0.007999999999999998,0.0,0.0,0.0,0.02,0.0,0.0,0.000824895714328126,False,False,False
rule,5,3910,3909,1.0,0.030000593820999455,8.775778850372971e-05,0.009806299933975365,0.00010357535019054947,0.00912837208346288,0.4022949960196754,-0.06641166657209396,0.1333333333333333,0.9983208775520325,0.6130906343460083,-0.25714531540870667,0.000652230519335717,0.0008594674291089177,0.0011353304143995047,0.0008594674291089177,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991604469192685,0.5546227187991872,0.0,5.991604469192685,0.5546227187991872,0.1333333333333333,2.1999999999999997,-0.16186988211373365,-0.5827987612815567,0.0,0.0,0.0,0.5547588363289833,3.992495257348129e-05,0.007999999999999998,0.0,0.0,0.0,0.02,0.0,0.0,0.000824895714328126,False,False,False
rule,6,3910,3909,1.0,0.030000593820999455,8.775778850372971e-05,0.014304053265364835,0.00014034021070291825,0.007145161953476776,0.4972858734936612,-0.05585712566971779,0.15555555555555556,0.9983208775520325,0.6119425892829895,-0.25912854075431824,0.000652230519335717,0.0008594674291089177,0.0011353304143995047,0.0008594674291089177,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991604469192685,0.5546227187991872,0.0,5.991604469192685,0.5546227187991872,0.15555555555555556,2.4,-0.14239198139939627,-0.5823837206081165,0.0,0.0,0.0,0.5543362066149712,4.751399314530006e-05,0.008000000000000007,0.0,0.0,0.0,0.02,0.0,0.0,0.000824895714328126,False,False,False
rule,7,3910,3909,1.0,0.030000593820999455,8.775778850372971e-05,0.019751001350526917,7.877923565831084e-05,0.004598981743237973,0.5923858734936612,-0.04529045894742012,0.17777777777777778,0.9983208775520325,0.6104499101638794,-0.261674702167511,0.000652230519335717,0.0008594674291089177,0.0011353304143995047,0.0008594674291089177,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991604469192685,0.5546227187991872,0.0,5.991604469192685,0.5546227187991872,0.17777777777777778,2.6,-0.12486889712305352,-0.5818343666232698,0.0,0.0,0.0,0.5537786036729813,5.5762950288581324e-05,0.008000000000000007,0.0,0.0,0.0,0.02,0.0,0.0,0.000824895714328126,False,False,False
rule,8,3910,3909,1.0,0.030000593820999455,8.775778850372971e-05,0.026141239388155164,-0.00026209307352265056,0.002361603882402133,0.6874858734936612,-0.03472379222512245,0.20000000000000004,0.9983208775520325,0.6084395051002502,-0.2639120817184448,0.000652230519335717,0.0008594674291089177,0.0011353304143995047,0.0008594674291089177,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991604469192685,0.5546227187991872,0.0,5.991604469192685,0.5546227187991872,0.20000000000000004,2.8000000000000003,-0.10907692587500702,-0.5807942963338147,0.0,0.0,0.0,0.5527296245098114,6.467182400332509e-05,0.008000000000000007,0.0,0.0,0.0,0.02,0.0,0.0,0.000824895714328126,False,False,False
rule,9,3911,3909,2.0,0.06000118764199891,0.00017551557700745942,0.03347664792974141,-0.0007305964440214622,6.2828084671434485,0.7825858734936612,-0.024157125502824783,0.22222222222222227,0.9983043670654297,0.606057345867157,-0.26663294434547424,0.0006591423298232257,0.000866370799485594,0.0011422192910686135,0.000866370799485594,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991604469192685,0.5546227187991872,0.0,5.991604469192685,0.5546227187991872,0.22222222222222227,3.0000000000000004,-0.09511476834432268,-0.42957600569651333,0.15000296910499727,0.0,0.0,0.5515041127800941,7.486202141644039e-05,0.008000000000000007,0.0,0.0,0.0,0.02,0.0,0.0,0.0008318002379604484,False,False,False
rule,10,3911,3909,2.0,0.06000118764199891,0.00017551557700745942,0.04176082376928158,-0.0012643856418867692,6.279908650857713,0.8776858734936611,-0.013590458780527115,0.24444444444444452,0.9983043670654297,0.6033626198768616,-0.2695327401161194,0.0006591423298232257,0.000866370799485594,0.0011422192910686135,0.000866370799485594,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991521781949591,0.5546135313277323,0.0,5.991521781949591,0.5546135313277323,0.24444444444444452,3.2000000000000006,-0.08242060077925475,-0.5781584572748862,0.0,0.0,0.0,0.5500732809305191,8.517634436714995e-05,0.008000000000000007,0.0,0.0,0.0,0.02,0.0,0.0,0.0008318002379604484,False,False,False
rule,11,3911,3909,2.0,0.06000118764199891,0.00017551557700745942,0.050996315050829154,-0.0018226106091986981,6.277121765313899,0.9727858734936611,-0.0030237918253988028,0.2666666666666668,0.9983043670654297,0.6003940105438232,-0.27231964468955994,0.0006591423298232257,0.000866370799485594,0.0011422192910686135,0.000866370799485594,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991521781949591,0.5546135313277323,0.0,5.991521781949591,0.5546135313277323,0.2666666666666668,3.400000000000001,-0.07098214052158201,-0.5764912757149568,0.0,0.0,0.0,0.5483951196074486,9.615610750822788e-05,0.008000000000000007,0.0,0.0,0.0,0.02,0.0,0.0,0.0008318002379604484,False,False,False
rule,12,3911,3909,2.0,0.06000118764199891,0.00017551557700745942,0.06118395300496004,-0.0023886634891383566,6.274503938639018,1.0678858734936612,0.007542874664068222,0.288888888888889,0.9983043670654297,0.5971673130989075,-0.2749374508857727,0.0006591423298232257,0.000866370799485594,0.0011422192910686135,0.000866370799485594,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991521781949591,0.5546135313277323,0.0,5.991521781949591,0.5546135313277323,0.288888888888889,3.600000000000001,-0.06076053572697597,-0.5745760145114088,0.0,0.0,0.0,0.5464682132005692,0.00010780131083967417,0.008000000000000007,0.0,0.0,0.0,0.02,0.0,0.0,0.0008318002379604484,False,False,False
rule,13,3912,3909,3.0,0.09000178146299836,0.00026327336551118914,0.07232187007698387,-0.00299404493576276,6.271735188306026,1.1629858734936611,0.01810954138636589,0.3111111111111112,0.9982877969741821,0.5936527252197266,-0.2776884138584137,0.0006660539074800909,0.0008732738206163049,0.001149107702076435,0.0008732738206163049,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0,0,0.0,5.991521781949591,0.5546135313277323,0.0,5.991521781949591,0.5546135313277323,0.3111111111111112,3.800000000000001,-0.04767949682800124,-0.4224624234587199,0.15000296910499727,0.0,0.0,0.5443442836403847,0.00012110892333252633,0.008000000000000007,0.0,0.0,0.0,0.02,0.0,0.0,0.0008387044552114007,False,False,False
