corner_id,turn_direction,turn_sign,entrance_index,apex_index,exit_index,num_points,approx_length_m,apex_curvature,apex_curvature_abs,entrance_x,entrance_y,apex_x,apex_y,exit_x,exit_y
0,left,1,83,99,120,38,1.9000000000000001,0.3069176035458659,0.3069176035458659,1.7879160101334677,-0.2996845788221936,2.628260631160934,-0.32769010933814907,3.5001547374491784,0.056360968979269926
1,left,1,134,159,176,43,2.15,0.5903396936407503,0.5903396936407503,3.5376577342670696,0.8026836588361662,2.793347465895942,1.3864450905978272,2.0361999137162643,1.0683699538169564
2,left,1,217,23,49,56,2.8000000000000003,0.8530651881822653,0.8530651881822653,0.15496450023768293,1.4108421730606162,-0.7687347845649154,0.6094322969114878,0.08189856019895128,-0.2149848992317712
