obstacle_id,label,centerline_index,side,requested_gap_m,selected_gap_m,opposite_gap_m,left_gap_m,right_gap_m,min_clearance_m,size_m,center_x,center_y,yaw,raceline_min_clearance_m,raceline_blocked
1,northwest_hairpin_exit,80,right,0.5,0.5874999999999979,1.1812499999999992,1.1812499999999992,0.5874999999999979,0.4749999940395355,0.4,-10.908663122533225,3.1721399658391256,-1.19773047723071,0.031249999999999167,True
2,east_hairpin_entry,715,right,0.5,0.574999999999998,1.1687499999999988,1.1687499999999988,0.574999999999998,0.4749999940395355,0.4,7.456778991916362,-0.5619113298111635,0.270788731269998,0.12500000000000083,True
3,center_chicane_entry,1080,left,0.5,0.5437499999999991,1.0124999999999964,0.5437499999999991,1.0124999999999964,0.4749999940395355,0.4,2.8828390891625024,2.104679037486289,2.76376965058646,0.08749999999999875,True
