obstacle_id,centerline_index,side,requested_gap_m,selected_gap_m,opposite_gap_m,left_gap_m,right_gap_m,min_clearance_m,size_m,center_x,center_y,yaw
1,3003,left,0.6,0.6000000000000005,1.180000000000001,0.6000000000000005,1.180000000000001,0.5672892928123474,0.4,22.243297360083,14.768829310454699,1.8743588682756622
2,3449,right,0.5,0.5000000000000004,1.240000000000001,1.240000000000001,0.5000000000000004,0.5216400027275085,0.4,6.926036690312927,25.675759111997912,-3.1139184593319613
3,3967,right,0.65,0.6400000000000006,1.100000000000001,1.100000000000001,0.6400000000000006,0.6375600099563599,0.4,-19.689058260211738,25.013233723045296,-3.0740772753532952
4,4661,left,0.65,0.6500000000000004,1.180000000000001,0.6500000000000004,1.180000000000001,0.6366615891456604,0.3,-46.3335897721848,25.454645707761543,2.0950048980723603
