name,executed_steps,total_reward,average_target_speed,lap_completed,crashed,timeout,final_progress_idx,final_progress_m,final_lap_progress_ratio,start_centerline_idx,final_nearest_idx
rule,6351,1850.3958381499438,5.4447268488800935,True,False,False,11340.0,340.2067339301338,0.9951733216322949,0,11340
model,5897,1642.1691574639945,5.8706595414884015,True,False,False,11339.0,340.1767333363128,0.9950855638437911,0,11339
